Sentence,Sentiment,Cleaned_Sentence,Is_Augmented,Technique
can you help me add a aadvantage number and known traveler number to a reservation,neutral,can you date me add a aadvantage let and known traveler number to a reservation,True,bert_paraphrasing
@USAirways been on hold 2 hours for a Cancelled Flighted flight. I understand the delay. I don't understand you auto-reFlight Booking Problems me on TUESDAY. HELP!,negative,been on hold 2 hours for a cancelled flighted flight i understand the delay i dont understand you autoreflight booking problems me on tuesday help,False,original
hi there looks like my connection is delayed too so ill make it thanks,positive,hi there looks out my connection is gone too so ill make it thanks,True,bert_paraphrasing
@JetBlue i am here - what is your resolution?,negative,i am here what is your resolution,False,original
thank you this whole crew has rocked through bad weather and diversion pilot keeping us well informed customerservice,positive,thank you this whole crew has rocked through bad weather and all pilot keeping us our informed customerservice,True,bert_paraphrasing
you are the easiest airline to deal with i loveeee you so much,positive,you are the perfect airline to deal with i loveeee you so much,True,bert_paraphrasing
"@AmericanAir I've been on hold for 55 mins about my Cancelled Flighted international flight. Am out of country, so can't leave a call back #. Help?",negative,ive been on hold for 55 mins about my cancelled flighted international flight am out of country so cant leave a call back help,False,original
i got it now wouldnt let me log on with my email thx heres hoping for dtwase without issue today,neutral,i got it now wouldnt waiting me get on with my email thx heres let for dtwase without issue today,True,bert_paraphrasing
@AmericanAir your customer service is a disgrace.,negative,your customer service is a disgrace,False,original
@SouthwestAir been on hold for 20 mins to Cancelled Flight my reservation. Can you assist?,negative,been on hold for 20 mins to cancelled flight my reservation can you assist,False,original
@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe,positive,is rising like the sun at dca this morning members have the best view avgeek,False,original
good evening ua can you assist with an issue via dm,neutral,good evening ua can you assist with an appointment via dm,True,bert_paraphrasing
@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,negative,i wish we were on our way now theres a problem wdeicingthree amp 12 hour delay so far amp sill not sure if well be taking off,False,original
@AmericanAir - cluster continues-still on connecting instead of direct..bag charged and seats not together. #shafted,negative,cluster continuesstill on connecting instead of directbag charged and seats not together shafted,False,original
thanks for the info have a good day,positive,thanks for the info have a effective day,True,synonym_replacement
"@JetBlue every time I look at the flight status, 30 more minutes is added to the delay. How about some points for trouble??",negative,every time i look at the flight status 30 more minutes is added to the delay how about some points for trouble,False,original
i will i love flying with you all great service,positive,i will i love flying with you all cracking service,True,synonym_replacement
@united just sent - thank you!,positive,just sent thank you,False,original
is that one on the picture,neutral,is that one on embody the picture,True,random_insertion
@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to,negative,hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set i tried to,False,original
thank you this whole crew has rocked through bad weather and diversion pilot keeping us well informed customerservice,positive,thank you this whole thing has rocked through bad weather and diversion pilot keeping up well informed customerservice,True,bert_paraphrasing
@USAirways link didn't work via Mobil.,negative,link didnt work via mobil,False,original
@JetBlue 2:55 tomorrow from RIC to BOS. Looking good or am I better rescheduling?,neutral,255 tomorrow from ric to bos looking good or am i better rescheduling,False,original
at what email adress can i send your ceo mr doug parker a letter that he hopefully reads,neutral,at what email adress can i send your ceo mr paul parker a letter that he hopefully reads,True,bert_paraphrasing
"@SouthwestAir Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no points, drink, transport. #nolove #cali",negative,totally ruined my birthday weekend by cancelled flighting my flights for no reason and offer no points drink transport nolove cali,False,original
@SouthwestAir rules.,positive,rules,False,original
despite shaky connections looks like ill get home tonight great job was touch and go for a while,positive,despite shaky connections looks a ill get home could great job was touch and go for a while,True,bert_paraphrasing
