Sentence,Sentiment,Cleaned_Sentence
@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!,negative,is there any estimate on when the holding for you online will end im at an hour and forty minutes now i need to rebook
@USAirways link didn't work via Mobil.,negative,link didnt work via mobil
"Listen, im not gonna deny this but... RT @JetBlue: Our fleet's on fleek. http://t.co/eNXV64RkbU",neutral,listen im not gonna deny this but rt our fleets on fleek
@JetBlue no. come on.,neutral,no come on
"@AmericanAir Understood. Integration takes time, but no excuse for poor customer service",negative,understood integration takes time but no excuse for poor customer service
"@AmericanAir We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did.",neutral,we did talk with delta for about hour over phone and i got a number from delta that they asked to give to aa which i did
@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,negative,when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up
@AmericanAir help http://t.co/hYrAo7A4Uu,neutral,help
"@SouthwestAir very frustrated with your customer service.Open seats on earlier flight, $154 to change. What a rip off!!",negative,very frustrated with your customer serviceopen seats on earlier flight 154 to change what a rip off
@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-),neutral,checked in boardingpass wno checkin bagage guess im all set
@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,neutral,adds pillows instead of lieflat seats in first class arms race
"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta",negative,not the case now delayed due to mechanical issues with no update on departure time just cancelled flight the goddamn flight so i go delta
"@USAirways right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm.",negative,right can you use a shuttle ticket from lga to bos for any shuttle flight probably gonna miss the 4pm
@USAirways Plus a US Airways - you need to do something about this! I left Philly to thaw out!!!! http://t.co/pKy7ZhnNRH,negative,plus a us airways you need to do something about this i left philly to thaw out
@USAirways thank you! I will be calling you! #CheapOairChat,positive,thank you i will be calling you cheapoairchat
@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,negative,heyyyy guyyyys been trying to get through for an hour can someone call me please
@AmericanAir I was just called abt my flight Cancelled Flightlation- a flight that was Cancelled Flightled at 10:30a Sunday. Two 4:00a calls are not okay.,negative,i was just called abt my flight cancelled flightlation a flight that was cancelled flightled at 1030a sunday two 400a calls are not okay
@USAirways I am following you now,neutral,i am following you now
"@AmericanAir looks like I have. Best I can hope for I guess. It's on us air, so I don't think I'll get miles on Alaska. Which sucks.",negative,looks like i have best i can hope for i guess its on us air so i dont think ill get miles on alaska which sucks
@AmericanAir me because it might not be so urgent for you but it really is for me. (5),negative,me because it might not be so urgent for you but it really is for me 5
@SouthwestAir not letting me DM. # is FSZ4YO,negative,not letting me dm is fsz4yo
@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...,negative,2 hours and 7 minutes just want to know im still in the queue
@JetBlue supervisor humiliated us and was uncompromising. We were completely blindsided!,negative,supervisor humiliated us and was uncompromising we were completely blindsided
We didn't need this. RT @JetBlue: Our fleet's on fleek. http://t.co/cpZB285o71,negative,we didnt need this rt our fleets on fleek
@SouthwestAir  goes to court to gain access to @Delta gates at Love Field  http://t.co/ILqzmMJiYQ #deltanews,neutral,goes to court to gain access to gates at love field deltanews
"@USAirways yeah I know that but that doesn't get me my money back does it, everytime I fly with you something bad happens.",negative,yeah i know that but that doesnt get me my money back does it everytime i fly with you something bad happens
@united tremendous. What would you recommend?,neutral,tremendous what would you recommend
@AmericanAir if it I have not rebooked didn't get notified that it was Cancelled Flightled,negative,if it i have not rebooked didnt get notified that it was cancelled flightled
@SouthwestAir I was not the one traveling. I was asking for my sister who was waiting on my nephew in Midland...flight eventually landed,neutral,i was not the one traveling i was asking for my sister who was waiting on my nephew in midlandflight eventually landed
"@united b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight.",negative,b i contacted you directly and the phone service was laissez faire at best the problem isnt a cancelled flightled a flight
Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!,negative,made it to costa rica and back missing it already pura vida
@JetBlue no. Did not catch his name. I am sure Jason will know.,neutral,no did not catch his name i am sure jason will know
@USAirways Thank you!!! This whole crew has rocked through bad weather and diversion. Pilot keeping us well informed. #customerservice,positive,thank you this whole crew has rocked through bad weather and diversion pilot keeping us well informed customerservice
"@JetBlue Cancelled Flightling flights, sending out tickets, then not telling the buyer... #jetblue how is that allowed?",negative,cancelled flightling flights sending out tickets then not telling the buyer jetblue how is that allowed
@united And there is no direct phone number for status match desk? I really regret Flight Booking Problems with @united now.,negative,and there is no direct phone number for status match desk i really regret flight booking problems with now
@SouthwestAir how do I go on the scavenger hunt if I'm in Boston?,neutral,how do i go on the scavenger hunt if im in boston
"@JetBlue You never got my wife to her destination and you expect a $75.00 ""goodwill credit"" will  make everything hunky-dory. You blew it.",negative,you never got my wife to her destination and you expect a 7500 goodwill credit will make everything hunkydory you blew it
"@AmericanAir Fine. Would you have them call me? I left a message, was told it would be 2 hours for a call. Haven't heard anything yet.",negative,fine would you have them call me i left a message was told it would be 2 hours for a call havent heard anything yet
"@SouthwestAir, rude customer svc, won't accommodate an earlier flight w/o $400 charge. US Mail takes priority over customers. #badservice",negative,rude customer svc wont accommodate an earlier flight wo 400 charge us mail takes priority over customers badservice
@AmericanAir I was going to change it to tomorrow because I am concerned if the fllight does make I won't be able to leave the airport   1/2,neutral,i was going to change it to tomorrow because i am concerned if the fllight does make i wont be able to leave the airport 12
@JetBlue I would go anywhere JetBlue goes.,positive,i would go anywhere jetblue goes
@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,negative,wtf delay after delay 15 hours yvr to san unacceptable flight crew availability is to blame never again with
"@AmericanAir you Cancelled Flightled my flight due to ""weather"" when others are flying out just fine.  No compensation, no resolution.  Incompetent.",negative,you cancelled flightled my flight due to weather when others are flying out just fine no compensation no resolution incompetent
"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",neutral,just played the most bizarre safety video ive ever seen
@AmericanAir not having pillows or blankets or a flight home for 40 people does bad things to my hair,negative,not having pillows or blankets or a flight home for 40 people does bad things to my hair
"@SouthwestAir Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no points, drink, transport. #nolove #cali",negative,totally ruined my birthday weekend by cancelled flighting my flights for no reason and offer no points drink transport nolove cali
@united - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.,negative,could you please send me a phone to the refunds department we have submitted our claim through email without success
"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst",negative,thanks for having no one to pilot my last two flights and all but stranding me in houston tonight airlines are the absolute worst
"fuck you, @united and your shitty fucking information http://t.co/scQUjbvsTA",negative,fuck you and your shitty fucking information
@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona,negative,why the delay on flight 423 bdl to mco need to get to florida for the sun amp races in daytona
@JetBlue great will do once I land in JFK,positive,great will do once i land in jfk
@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst,negative,thanks for making me miss an important dinner tonight 2 hr delay and now 20 min on tarmac worst
"@AmericanAir Agents in DFW were very kind did their best to help, but this doesn't make up for PHX error and attitude! #Americant",negative,agents in dfw were very kind did their best to help but this doesnt make up for phx error and attitude americant
@USAirways might possibly be THE WORST airline ever! I think it's time to brush up on customer service! #sorude,negative,might possibly be the worst airline ever i think its time to brush up on customer service sorude
@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather,negative,haha and you have to clean a plane that was held overnight in a hangar sounds lovely also dont lie on screensand say its weather
"@united gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!",negative,gates were definitely not full we were parked and wheels were chocked customer service called it an unmet arrival
@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.,positive,thank you for the confirmation maybe people on my flight have directional dislexia
"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",negative,any options to cos tonight doesnt look like ua5525 will make it in time for ua6259 should i reserve a hotel room
@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,positive,made the upgrade list will fly 1st tomorrow for 40 min for the first time ever raisinghands statusmatchpaidoff
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5t4FpCGREJ,neutral,s ceo battles to appease passengers and wall street waterbury republican american
"@JetBlue hi guys, do you have a general enquires email address please? Thanks David.",neutral,hi guys do you have a general enquires email address please thanks david
@USAirways @AmericanAir seriously with all the service issues you are having right now this is what you decide to tweet?? Unbelievable,negative,seriously with all the service issues you are having right now this is what you decide to tweet unbelievable
Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx,neutral,why we cant have nice things rt our fleets on fleek
@JetBlue Jan 5? That's not summer http://t.co/TpzhjX7Hbt,negative,jan 5 thats not summer
@AmericanAir Unfortunately that is not true. A robot apologizes and hangs up. So how do I get help?,negative,unfortunately that is not true a robot apologizes and hangs up so how do i get help
"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)",positive,ah no the staff was perfect this morning at jfk more sleep for me
"@SouthwestAir there... from my first interaction with your people this morning, after bad weather, sorry but I wont be flying with you again",negative,there from my first interaction with your people this morning after bad weather sorry but i wont be flying with you again
@USAirways @AmericanAir just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924,negative,just be prepared for a claim if that bag is lost too many valuables to carry in my hands us2146 to aa2924
@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀,positive,thanks for slowing the inbound plane down so that we didnt need to worry about 4438 eyw being late flight great holz ahead cheers grinningface
@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys,negative,it is just bad practice and i am disappointed that your airline was not preparedhonestly the last time i fly with you guys
"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!",positive,hi there looks like my connection is delayed too so ill make it thanks
@JetBlue Thank you. Fingers crossed.,positive,thank you fingers crossed
@JetBlue But jet blue had Cancelled Flighted my ticket &amp; never reissued it.,negative,but jet blue had cancelled flighted my ticket amp never reissued it
@SouthwestAir so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️,positive,so happy that you can finally put your southwestairlines boarding pass into passbook makes life so much easier airplane
"@SouthwestAir used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. 😔 why...so... few...direct...flights?",negative,used to exclusively fly sw but late flightly direct flights amp cheaper costs have me switched pensiveface whyso fewdirectflights
@united how's my refund coming along??,negative,hows my refund coming along
@JetBlue why is the buffalo flight so Late Flight?,negative,why is the buffalo flight so late flight
@USAirways I'll sincerely regret Dividend miles! Good things coming to an end :(,negative,ill sincerely regret dividend miles good things coming to an end
"@SouthwestAir thanks for the b day concert I watched them all (and noticed the fist bump/high five at the end of the ""rock"" version)",positive,thanks for the b day concert i watched them all and noticed the fist bumphigh five at the end of the rock version
"@SouthwestAir has grounded 2 flights b/c of equipment problems &amp; been rude to my wife, traveling alone w/our 2 young kids.  never again.",negative,has grounded 2 flights bc of equipment problems amp been rude to my wife traveling alone wour 2 young kids never again
@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!,positive,awesome customer service on 390 from rdu they snuck my wife a warm cookie thx
Do less please @JetBlue,negative,do less please
"@united first you lost all my bags, now you Cancelled Flight my flight home. 30 min wait to talk to somebody #poorservice #notgoodenough",negative,first you lost all my bags now you cancelled flight my flight home 30 min wait to talk to somebody poorservice notgoodenough
@united rude rude,negative,rude rude
@SouthwestAir Not your finest moment in Boston right now!,negative,not your finest moment in boston right now
"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.",positive,love it taking on in their backyard consumers win when biz competes
@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,positive,is officially my favorite airline they have created magic for me all day friendlyskies careyon
@USAirways My hubby has a 5hr layover in DFW fm the cxl'd flt. Pls help get him home sooner if you can! Any room on S/by 2 BWI or PHL today?,neutral,my hubby has a 5hr layover in dfw fm the cxld flt pls help get him home sooner if you can any room on sby 2 bwi or phl today
@USAirways looking forward to waiting on hold for 9 hrs to reschedule my flight.  Bunch of idiots work for this airline.,negative,looking forward to waiting on hold for 9 hrs to reschedule my flight bunch of idiots work for this airline
@USAirways tells me to talk to @AmericanAir about my delayed flights. AA tells me to talk to US. #ihatemergers,negative,tells me to talk to about my delayed flights aa tells me to talk to us ihatemergers
@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation,neutral,please lower my plane flight by like 100 bucks thanks floridavacation
@JetBlue Thanks for the complimentary upgrade to first.  You are the best!,positive,thanks for the complimentary upgrade to first you are the best
@SouthwestAir k thanks :),neutral,k thanks
@united 45 minutes after arrival and no bags for most people. UA469 from den to ewr. How long should we wait until a ual rep comes here?,negative,45 minutes after arrival and no bags for most people ua469 from den to ewr how long should we wait until a ual rep comes here
@USAirways would it kill you to give me 30-60 seconds of bad muzak instead of constant commercials while on hold?,negative,would it kill you to give me 3060 seconds of bad muzak instead of constant commercials while on hold
@united an update on flight 5979 would be great!,negative,an update on flight 5979 would be great
@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?,negative,why was my flight from miami to dallas monday rescheduled to tuesday
@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,negative,is there a way to receive a refund on a trip that was cancelled flight online instead of calling your phone lines are super busy
@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.,negative,nice i wonder how you pick who to respond to maybe only happy customers are easier i wonder how many of those you have left
@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,negative,why cant we book seats on your flights when we buy them or even during check in creates so much anxiety frustrated
@JetBlue @vegecomgirl For me it’s not until 6/15.,neutral,for me its not until 615
@united is my favorite airline.,positive,is my favorite airline
@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?,negative,what is going on with your bdl to dca flights yesterday and today why is every single one getting delayed
@united one hour after departure time and still no update!,negative,one hour after departure time and still no update
@AmericanAir I'm still on hold if you're wondering...  4 hours 37 minutes and counting.  #ServiceFail #OnHoldForever #Suboptimal,negative,im still on hold if youre wondering 4 hours 37 minutes and counting servicefail onholdforever suboptimal
@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.,negative,i have been given a connection with 2 overnight layovers no vouchers last connection not even confirmed
@united Couldn't use the confirmed upgd cert you gave me b/c you decided to sell anyone a biz seat for $299. Why do you bother giving them?,negative,couldnt use the confirmed upgd cert you gave me bc you decided to sell anyone a biz seat for 299 why do you bother giving them
@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService,negative,its a shame choosing united may be the difference between reuniting with aging friends and never seeing them again poorservice
"@JetBlue I lost a day at the airport and off my trip, I should be compensated for the inconvenience!!!!!",negative,i lost a day at the airport and off my trip i should be compensated for the inconvenience
@USAirways @DRVRugby  team is back home but luggage all wet and partly damaged - Not happy! #blizzard,negative,team is back home but luggage all wet and partly damaged not happy blizzard
@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze,negative,supposed to take off almost 2 hours agovacationfail frozenwater gettingimpatient theycouldatleastofferfreebooze
"@AmericanAir Would have had to fly real far south, huh? #WinterWeather #Brrr",neutral,would have had to fly real far south huh winterweather brrr
@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.,negative,the issue is the lack of consideration of an announcement made so late flight when the gate agent had been there for over an hour
@united I'll be sending/posting complete details of the circumstances surrounding this matter.  United airlines should be ashamed.,negative,ill be sendingposting complete details of the circumstances surrounding this matter united airlines should be ashamed
@SouthwestAir flt 3260 out of mht. Have fun with my kids and grandkids 10 of them!!  Jack says hi! http://t.co/BHOOiyT6ZQ,neutral,flt 3260 out of mht have fun with my kids and grandkids 10 of them jack says hi
"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment",negative,worst customer service terrible attitudes i dont care how big a storm your employees need an attitude adjustment
@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever,negative,whats going on with ua 236 outbound flight last thurs was delayed 4hrs how long will this delay be worst2unitedflightsever
@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,negative,here we go again 2 of 3 segments sfonew york rt were delayed over 2 hrs each why do you suck so badmaybe another line of bus
