Sentence,Sentiment,Cleaned_Sentence
@united yes when I landed.,neutral,yes when i landed
@AmericanAir if you could get the gate crew to help us off FLT 5350 that would be great....,neutral,if you could get the gate crew to help us off flt 5350 that would be great
@USAirways here's to sitting on hold for 4 hrs flight Cancelled Flighted and they disconnect twice. #fend4urself #stranded #diverted,negative,heres to sitting on hold for 4 hrs flight cancelled flighted and they disconnect twice fend4urself stranded diverted
@SouthwestAir not yet! Supposed to get it early evening tonight. Don't want to have to go to the store and buy new necessities.,negative,not yet supposed to get it early evening tonight dont want to have to go to the store and buy new necessities
@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app,negative,adding reservation to ios app doesnt show up on desktop site when logged in and miles cant be redeemed for upgrades thru your app
@JetBlue you guys need live chat.,negative,you guys need live chat
@SouthwestAir Rapid Rewards program sold me short. #Lasttweetaboutthis but still #disappointed.,negative,rapid rewards program sold me short lasttweetaboutthis but still disappointed
@united I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace,positive,ill make sure hes done that thanks for the help this is a huge race for him and just trying to make sure it goes smoothly peace
@AmericanAir can you?,negative,can you
"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.",negative,your response could have made all the difference it could have made the situation better no trustget lost like my bag
"@AmericanAir that's unacceptable. They should allow me to wait on hold, or take my number and call me themselves.",negative,thats unacceptable they should allow me to wait on hold or take my number and call me themselves
@JetBlue she did. she's still waiting on a callback....the lack of follow through is what's concerning. smh,negative,she did shes still waiting on a callbackthe lack of follow through is whats concerning smh
@SouthwestAir if you guys fuck this up again  I will never forgive you,negative,if you guys fuck this up again i will never forgive you
@AmericanAir I let a crew member know every time this happens.  Which is most of the time.,negative,i let a crew member know every time this happens which is most of the time
"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?",neutral,hi when do direct flights from houston to reno begin dont see any days in march
@USAirways 2nd February in a row- stranded us when we try to return from Cancun! No contact info- no way to rebook! #badcustomerservice,negative,2nd february in a row stranded us when we try to return from cancun no contact info no way to rebook badcustomerservice
@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.,positive,i dont use passbook i still love you though lt3 ill just use my email in the future
"@AmericanAir 
No one answers phone, delayed/Cancelled Flightled flights. Rude employees. You only get (I'm sorry, we apologize) blah blah blah. Bad",negative,no one answers phone delayedcancelled flightled flights rude employees you only get im sorry we apologize blah blah blah bad
"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",neutral,roundtrip tickets to nj are dramatically cheaper through virgin pretty pricey via united can you match them
@united And yet we still haven't left yet and I can't watch my pre-paid DirectTV. #firstworldproblems,negative,and yet we still havent left yet and i cant watch my prepaid directtv firstworldproblems
@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.,negative,1729 connecting in charlotte to houston mechanical issue determined while qd to take off and we checked our bags
@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,neutral,i lt3 flying va but life happens and i am trying to change my trip jperhi can you helpva home page will not let me
@united still waiting 4 our bags. Web STILL can't tell me its location . How come @UPS @FedEx can tell u at any given minute where it is?,negative,still waiting 4 our bags web still cant tell me its location how come can tell u at any given minute where it is
@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,negative,luggage was severely dentedmissing wheel coming off baggage claim in san luggage agent miranda i think wasnt any help
@JetBlue I would like to send an email to Lost and Found at JetBlue JFK; I spoke to them this morning but cannot drive their today.,negative,i would like to send an email to lost and found at jetblue jfk i spoke to them this morning but cannot drive their today
@united thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!,positive,thanks gate agent extraordinaire seau fong for helping me get rebooked out of boise and hopefully home to nyc sometime tonight
"@AmericanAir By the time the 2 hrs passed before I got a call back, the ticket was more $$. It wasn't my fault yet I had to pay extra",negative,by the time the 2 hrs passed before i got a call back the ticket was more it wasnt my fault yet i had to pay extra
@AmericanAir you said this last time. It doesn't take 6 weeks to reply to an email.,negative,you said this last time it doesnt take 6 weeks to reply to an email
@JetBlue your airline should have a better system to Inform your clients when their flights are Cancelled Flightled last min. 😒👺 we have schedules too,negative,your airline should have a better system to inform your clients when their flights are cancelled flightled last min unamusedface goblin we have schedules too
