text,airline_sentiment
"@AmericanAir Its the ABC's of PR, let your customers have the most info possible. Might want to go brush up on the basics...",negative
At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome,neutral
"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed.",negative
@JetBlue how much longer to JFK open's I am a diabetic and I need sugar plane don't have nothing,negative
@USAirways now you have over 50 people in line. This is stupid!!! What the heck!,negative
@united thanks,neutral
"@USAirways comin in clutch and sending me to Charlotte then home, I h8 u @AmericanAir, except for Wayne u a real g #ThankJesus #ThankMe",negative
@USAirways #flight2031 the flight to Hell,negative
"@southwestair is your companion pass broken today? 
purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS (SW900001-vyiL1XKlROG24fS-918j_A)",neutral
"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned.",negative
"@united you've been officially displaced by @DeltaAssist for better flight experience, pleasant cabin crew and timeliness. UA 1m switching!",negative
@united Worst customer non-service for sure!,negative
@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,negative
"@USAirways @AmericanAir at 9:05am after the plane left: ""why were there no agents and why were the doors closed so early?""",negative
@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,positive
@USAirways My hubby has a 5hr layover in DFW fm the cxl'd flt. Pls help get him home sooner if you can! Any room on S/by 2 BWI or PHL today?,neutral
@united 4 open seats in 1st class on UA 2065. Way to honor your upgrade policy for freq flyers and/or honor an employee with an upgrade.,neutral
@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,neutral
@united nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.,positive
"@JetBlue Traveling with two kids tomorrow (ages 7 and 4) domestic, do they need birth certificates to check in at airport?",neutral
@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling,neutral
@SouthwestAir @DreSparkles Thank you! I finally made it to my destination,positive
"@AmericanAir @americanairlines #BQONPA flight #1641 delayed from POS-MIA, missed #2214 MIA- ATL need seat on last flight to ATL.",negative
@united followed you and DM'd you,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5t4FpCGREJ,neutral
@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars,negative
"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single.",positive
"@united ouch, delays due to mechanical issues again QRO will have to wait! Yall seem to be falling apart #alwaysdelayed #unitedfail",negative
@USAirways hi there I am flying MYR-CLT-ORD tomorrow is weather looking ok or problematic?,neutral
@USAirways thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again. YYZ Terminal 3 dance party?,negative
@USAirways Just contaced EYEWITNESS NEWS about the ripoff the Cancelled Flighted now they want me to pay,negative
@USAirways flight #654 sitting at JFK with delays for 3-1/2 hrs! No employees to load bags? #terrible,negative
We didn't need this. RT @JetBlue: Our fleet's on fleek. http://t.co/cpZB285o71,negative
@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,negative
@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀,positive
@JetBlue Can you take @Cosmopolitan off your blacklist... trying to work :(,negative
@USAirways JUST LANDED flight 545. Any chance of making flight 5530 Phoenix to AUS,neutral
Do less please @JetBlue,negative
"@SouthwestAir are bicycles that the 62"", 50lbs criteria free or bikes are automatically $75/each way? The FAQ page isn't very clear to me.",negative
"@united your website is fucked up. Now instead of a $416 flight I should’ve had yesterday, it’s $514 today. Thanks.",negative
@SouthwestAir On hold with airline 45 min and counting. Service is terrible!,negative
@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,negative
"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?",negative
@JetBlue I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.,negative
@USAirways looks like you lost another customer  when you stranded @41CGQueen at CLT she vows never to fly with you again #smoothtransition,negative
@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,negative
@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance,neutral
@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,neutral
@USAirways thanks! Made it safely! http://t.co/KCqeBEej7S,positive
"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?",negative
@united 1 hour since boarding began and we're still sitting at the gate.  #UA507,negative
@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better,negative
@united happens every time in and out of Newark.,neutral
"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?",negative
@JetBlue Ok. Thanks for your help.,positive
"@united yes, Thx! At 10:35 (landed at 9:20).",positive
@AmericanAir Gabriela in Miami is a very rude employee.Working the MIA-LGA check In. She made experience unpleasant.  #customerexperience,negative
"@JetBlue Change in the Air for Travelers, Investors - @BloombergNews http://t.co/6redD3vC73",neutral
@USAirways absolutely,neutral
@VirginAmerica wifi AND better seating.,positive
@SouthwestAir I'm sorry for straying and going with @AmericanAir I've learned my lesson. These attendants need some SW happiness!,negative
@SouthwestAir 20 minutes on hold waiting is ridiculous......,negative
@JetBlue we need an ETA please,negative
@AmericanAir 3 months of straight travel ahead. Time to find new airline.,negative
"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks",negative
@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!,positive
@JetBlue hope so! looks nice and warm in San Juan 🌴,neutral
"@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses.",positive
@SouthwestAir great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎,negative
"@AmericanAir Thank you for the worst experience ever on an airline, from me to you, I hope your embarrassed as an airline. Pathetic",negative
@AmericanAir I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?,negative
"@SouthwestAir, rude customer svc, won't accommodate an earlier flight w/o $400 charge. US Mail takes priority over customers. #badservice",negative
"@united Great!  I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable.",negative
@united what gate is ua5396 leaving from?,neutral
@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,neutral
"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback",negative
"@united I can tell you. Your airline has lost mine and my families business. 
This day and age message through Twitter travels fast.",negative
@usairways I have been on hold for over 3 hours.  Please help! http://t.co/tyXAZtMQ1U,negative
@USAirways can you please help me find my luggage since you're the one who lost it? Your customer service SUCKS.,negative
@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger,negative
@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,neutral
@SouthwestAir some woman gets on plane and holds 2 seats in the bulkhead for her friends with C boarding passes. I paid $ earlybird thx,negative
@AmericanAir  your customer service is deplorable. I am disgusted in your company and the ignorant people on the phones for lost baggage.,negative
@USAirways I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father,negative
@united my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!,negative
"@AmericanAir will do. I'd think, though, that a literally identical itinerary to your sample itineraries would work - maybe need to update?",neutral
@SouthwestAir chances of flight leaving BNA tomorrow at 6:20 am (to LGA)?,neutral
@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?,negative
@USAirways look @Delta has made the right call on CHO. Please evaluate. http://t.co/3KhGjoFgpX,negative
Yes but I will nvr fly w/ @USAirways I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma,negative
@USAirways Ill never fly you again due to the emotional &amp; financial stress you have caused me because of one of your staff members errors.,negative
"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!",negative
"@united Brian at SFO customer service deserves a raise, gave me extra meal voucher and a good joke to cheer me up after flight delay. #FTW",positive
@AmericanAir  is the worst airline to ever travel with!!!! The worst!! They're equivalent to DIRT!!!!!!,negative
@united UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies,negative
@AmericanAir Not very helpful if my flight is already Cancelled Flightled! What about reFlight Booking Problems? AA has my email and cell - yet no notifications.,negative
@united how's my refund coming along??,negative
@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.,positive
@SouthwestAir Can I book a flight on my own and get reimbursed by you?,neutral
@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?,neutral
"@JetBlue Port-Au-Prince, Haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2QXybT9K",neutral
@AmericanAir Got my bags this morning! Thanks!,positive
@USAirways I will NEVER fly us airways or american again and I will share this nightmare of a story to all the many others we know who fly,negative
"@JetBlue is JFK still closed? Tryna get out of Ft Lauderdale on flight 502, just want to get home to nyc!",negative
@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings,positive
@united thank you,positive
@AmericanAir this is a big company should be happy to do something for a customer when now it's costing more for delays oh and did I mention,negative
@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.,positive
@united I am going to a service desk now to see what the options are.,neutral
@SouthwestAir been on hold for 20 mins to Cancelled Flight my reservation. Can you assist?,negative
"@united b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight.",negative
@United my flight from MCO has been delayed &amp; scheduled to arrive after my connection departs. What options do I have?,negative
@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?,negative
@JetBlue any chance you will by this summer?,neutral
@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,positive
@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info,negative
@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,negative
"@JetBlue You never got my wife to her destination and you expect a $75.00 ""goodwill credit"" will  make everything hunky-dory. You blew it.",negative
@AmericanAir thanks,positive
"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)",positive
"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",negative
@USAirways so it's a $25.00 bag fee for a golf bag on a domestic flight?,neutral
@AmericanAir leaving over 20 minutes Late Flight. No warnings or communication until we were 15 minutes Late Flight. That's called shitty customer svc,negative
💯💯💯 RT @JetBlue: Our fleet's on fleek. http://t.co/SrM13qbRZD,neutral
@AmericanAir which one.?i have been booked on 6 different ones in the past 2 days,negative
@USAirways rebooked for Tuesday. Arriving too Late Flight for on Tuesday to start the class. Cancelled Flightled the trip.,negative
"@JetBlue hi guys, do you have a general enquires email address please? Thanks David.",neutral
@USAirways spent 1.5 hours in line trying to get on a flight home tonight only for it to be Cancelled Flightled an hour Late Flightr. Not even snowing at DCA,negative
@AmericanAir how have you not loaded our luggage on the plane and were OVER an hour delayed? #Flight293,negative
"@AmericanAir no I've since rebooked with another airline, what I would like is compensation for all the time/money lost!",negative
@united yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way,neutral
@SouthwestAir any particular reason it's 20+ minutes and counting to speak to a human being?,negative
@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls,negative
@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,negative
@AmericanAir you have the worst reps at Jacksonville airport. So rude and totally not helpful at all!,negative
@JetBlue Airways Reveals 'Bluemanity' Livery - TravelPulse http://t.co/fTTfyFMvCO,positive
@SouthwestAir Any possible chance of SWA bringing back service between LGA-BWI? It would make it much easier to connect to the west coast.,neutral
@united I submitted a status match last week and have not heard back. Im a delta customer looking to switch to United. Please assist.,neutral
@JetBlue Flight 1533 JFK to Cartagena all at this airport bar singing the opposite of your praises! We're making a pact to never fly u again,negative
@USAirways The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up.,negative
@JetBlue I will. I love flying with you all. Great service.,positive
@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,positive
@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona,negative
@AmericanAir What are we going to do about the nightmare you guys out me through yesterday? Zero response from the tweet you last sent me.,negative
@AmericanAir @USAirways need to be reported to the @BBB_media for their complete disregard for paying customers! #DoNotFlyWithThem,negative
"@SouthwestAir @JasonWhitely flt 947 Emer stop in Albuquer for a heart condition, crew was awesome, pilot was Maverick on the divert.",positive
@united When will email address/username sign-on be available? It's been a while.,negative
@AmericanAir what can AA do for a load of people about to board their 5th plane of a very long day when the first 4 were unserviceable,negative
@united how is it that my flight #3367 can arrive early and be delayed due to no gate being available. We are now 20 min Late Flight on tarmac,negative
"@SouthwestAir WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!",negative
"@USAirways great, thank you!",positive
@AmericanAir I was worried when my bag went SAN to DCA 24 hours before me. But our reunion was an organized  breeze! http://t.co/uOARyQ98PU,negative
"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound",negative
@AmericanAir my mom’s flight tomorrow Cancelled Flighted w/ no notice. Phone system said callback in 2 hours and it’s been 4. I need to go to bed!,negative
@SouthwestAir 8 mins!!! http://t.co/bbZiJWFDL3,neutral
@USAirways we got our bags today. Thanks!,neutral
@USAirways DCA to RSW at 8:30am Cancelled Flightled.  Rebook to Charlotte Cancelled Flightled.  Can we rebook selves online???,negative
"@USAirways. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! @AmericanAir they're weighing you down.",negative
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/IMVMpnQXAI,neutral
.@united Not what's been shared by the pilot with passengers!,negative
@USAirways You suck in Philadelphia.  Let us off this plane! #phl,negative
@USAirways in a few weeks,neutral
@united you guys suck!,negative
@JetBlue bag is supposedly here in Boston,negative
@SouthwestAir what about for us that cant get to the states they are playing for the hunt? Any DestinationDragons tickets left?Even just one,negative
@JetBlue i am here - what is your resolution?,negative
@USAirways  where's my bag?  In line 200 deep at DCA. Agents say call 800 #.  800# says talk to agents. Abysmal customer service,negative
@AmericanAir Here you go https://t.co/oM1vIEg74a,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/5KshTUe6Q0” 😂,neutral
@AmericanAir Unfortunately that is not true. A robot apologizes and hangs up. So how do I get help?,negative
"@JetBlue Token $75.00 Goodwill Voucher for passengers stuck on flight 136 from Phoenix today. 3 hour mark. How about a $27,000 per passenger",negative
@AmericanAir not anymore.,negative
@USAirways should take a lesson from @SouthwestAir and wait for passengers from connecting flights. Shame..,negative
@USAirways Can you help me add a AAdvantage number and known traveler number to a reservation?,neutral
@AmericanAir why don't you take care of @Cowboycerrone flight screw ups,negative
@SouthwestAir having trouble reFlight Booking Problems a Cancelled Flighted flight. no one picking up phones and your site isn't working.,negative
@JetBlue nope. This 8:45am flight is now not leaving until almost 5pm. 5! I can't believe I paid money for this.,negative
@AmericanAir booked AA3370 departing JFK 2/25/15. It was booked via BA and I want to change my FF# to AA can you do that for me via Twitter?,neutral
@USAirways thank you finally got our bag. Customer services reps were wonderful.,positive
@SouthwestAir good to know NOW!  Three sets of travelers in just 20 mins standing here waiting for mins to pass by.,negative
@united can you get me on the delayed flight to EWR out of YYZ at 15:30? No customer service to be found in airport,negative
@USAirways you are cutting into my pregame time.  Go @KentuckyMBB !!!!,negative
@USAirways Thanks for the information!,positive
"@united really, fill out a form about my flight experience? I sent an email to the 1K email address.",negative
@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService,negative
@AmericanAir I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care,negative
@AmericanAir Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,negative
@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.,positive
@AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly,neutral
@JetBlue get flight 16 into the air,negative
@SouthwestAir What does this even mean?  I'm taking about letting elite customers who paid for a seat fill a seat that will go empty anyway.,negative
@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt,negative
@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,negative
@united let me assure you my travel time is 4h2m not 5h2m #timezones #accuratetraveltimes #3rdtimethishashappened http://t.co/e0C9bI09cf,negative
@USAirways she also appreciated having her very own hashtag! :) #lucycat,positive
"@USAirways ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/0JJT4X3YxG",neutral
@AmericanAir I know you can't control weather but you can control how you treat customers..#shafted,negative
@USAirways been on hold 2 hours for a Cancelled Flighted flight. I understand the delay. I don't understand you auto-reFlight Booking Problems me on TUESDAY. HELP!,negative
"@AmericanAir Miami-PhL flight Cancelled Flightled just as I got to the gate. No one from AA around, no one on the phone. Awful awful awful.",negative
Please explain …….. “@JetBlue: Our fleet's on fleek. http://t.co/vOsIzh17sl”,neutral
"@SouthwestAir used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. 😔 why...so... few...direct...flights?",negative
@USAirways can they change to correct last name? Did via reservations already but said can't change ticket name..,neutral
@united just sent - thank you!,positive
@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to,negative
@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,positive
@united Thank you.,neutral
"@AmericanAir You're clueless. A kind rez agnt contacted USAir 4me around midnite, told them what to do. If not that I'd have missed funeral.",negative
@AmericanAir thx for showing me that your Twitter appreciates me more than your employees. Sure another airline would like my $1300 #nohotel,negative
"@AlbertBreer just so you know who to complain to ;-) RT @USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir.",neutral
@USAirways @AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck,negative
@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required,negative
"@JetBlue  I shouldn't have to find them, they should tell us. I've flown Jet Blue since your first month. The experience isn't what it was.",negative
@USAirways just realized my @AmericanAir advantage number wasn't used for my flight.  How do I get my ff miles?,neutral
@USAirways what's wrong with the plane? Flt 581,negative
@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.,positive
"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",positive
@AmericanAir Not necessary.  I am confident the excellent in-flight staff will make the appropriate report.,positive
"@AmericanAir @barrettkarabis what a joke you can mail
The receipt !! Yet. We can't mail
Them
A payment and fly before hand right",negative
@AmericanAir dmed back,neutral
@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.,negative
@USAirways that's why u guys are my #1 choice.,positive
@USAirways getting extremely frustrated w/ the phone/online service for merging frequent flyer miles.,negative
@USAirways @AmericanAir seriously with all the service issues you are having right now this is what you decide to tweet?? Unbelievable,negative
